state;district;year;full_name;party;grade
North Carolina;10.0;2018;David Brown;D;F
North Carolina;10.0;2018;Patrick McHenry;R;A
North Carolina;11.0;2018;Phillip Price;D;F
North Carolina;11.0;2018;Mark Meadows;R;A
North Carolina;12.0;2018;Alma Adams;D;F
North Carolina;12.0;2018;Paul Wright;R;AQ
North Carolina;13.0;2018;Kathy Manning;D;F
North Carolina;13.0;2018;Ted Budd;R;A
North Dakota;;2018;Mac Schneider;D;A-
North Dakota;;2018;Kelly Armstrong;R;A+
Ohio;1.0;2018;Aftab Pureval;D;F
Ohio;1.0;2018;Steve Chabot;R;A
Ohio;2.0;2018;Jill Schiller;D;F
Ohio;2.0;2018;Brad Wenstrup;R;A
Ohio;3.0;2018;Joyce Beatty;D;F
Ohio;3.0;2018;Jim Burgess;R;AQ
Ohio;4.0;2018;Janet Garrett;D;F
Ohio;4.0;2018;Jim Jordan;R;A
Ohio;5.0;2018;J. Michael Galbraith;D;F
Ohio;5.0;2018;Bob Latta;R;A
Ohio;6.0;2018;Shawna Roberts;D;F
Ohio;6.0;2018;Bill Johnson;R;A
Ohio;7.0;2018;Ken Harbaugh;D;F
Ohio;7.0;2018;Bob Gibbs;R;A+
Ohio;8.0;2018;Vanessa Enoch;D;F
Ohio;8.0;2018;Warren Davidson;R;A
Ohio;9.0;2018;Marcy Kaptur;D;F
Ohio;9.0;2018;Steven Kraus;R;AQ
Ohio;10.0;2018;Theresa Gasper;D;F
Ohio;10.0;2018;Mike Turner;R;A
Ohio;11.0;2018;Marcia Fudge;D;F
Ohio;11.0;2018;Beverly Goldstein;R;AQ
Ohio;12.0;2018;Danny O'Connor;D;F
Ohio;12.0;2018;Troy Balderson;R;A
Ohio;13.0;2018;Tim Ryan;D;F
Ohio;13.0;2018;Chris DePizzo;R;AQ
Ohio;14.0;2018;Betsy Rader;D;F
Ohio;14.0;2018;Dave Joyce;R;A
Ohio;15.0;2018;Rick Neal;D;F
Ohio;15.0;2018;Steve Stivers;R;A
Ohio;16.0;2018;Susan Palmer;D;F
Ohio;16.0;2018;Anthony Gonzalez;R;AQ
Oklahoma;1.0;2018;Tim Gilpin;D;F
Oklahoma;1.0;2018;Kevin Hern;R;AQ
Oklahoma;2.0;2018;Jason Nichols;D;?
Oklahoma;2.0;2018;Markwayne Mullin;R;A
Oklahoma;3.0;2018;Frankie Robbins;D;?
Oklahoma;3.0;2018;Frank D. Lucas;R;A
Oklahoma;4.0;2018;Mary Brannon;D;F
Oklahoma;4.0;2018;Tom Cole;R;A+
Oklahoma;5.0;2018;Kendra Horn;D;F
Oklahoma;5.0;2018;Steve Russell;R;A
Oregon;1.0;2018;Suzanne Bonamici;D;F
Oregon;1.0;2018;John Verbeek;R;AQ
Oregon;2.0;2018;Jamie McLeod-Skinner;D;F
Oregon;2.0;2018;Greg Walden;R;A
Oregon;3.0;2018;Earl Blumenauer;D;F
Oregon;3.0;2018;Tom Harrison;R;AQ
Oregon;4.0;2018;Peter DeFazio;D;D
Oregon;4.0;2018;"Arthur ""Art"" Robinson";R;AQ
Oregon;5.0;2018;Kurt Schrader;D;B-
Oregon;5.0;2018;Mark Callahan;R;AQ
Pennsylvania;1.0;2018;Scott Wallace;D;F
Pennsylvania;1.0;2018;Brian Fitzpatrick;R;F
Pennsylvania;2.0;2018;Brendan Boyle;D;F
Pennsylvania;2.0;2018;David Torres;R;?
Pennsylvania;3.0;2018;Dwight Evans;D;F
Pennsylvania;3.0;2018;Bryan Leib;R;?
Pennsylvania;4.0;2018;Madeleine Dean;D;F
Pennsylvania;4.0;2018;Dan David;R;B
Pennsylvania;5.0;2018;Mary Gay Scanlon;D;F
Pennsylvania;5.0;2018;Pearl Kim;R;?
Pennsylvania;6.0;2018;Chrissy Houlahan;D;F
Pennsylvania;6.0;2018;Greg McCauley;R;AQ
Pennsylvania;7.0;2018;Susan Wild;D;F
Pennsylvania;7.0;2018;Marty Nothstein;R;AQ
Pennsylvania;8.0;2018;Matt Cartwright;D;F
Pennsylvania;8.0;2018;John Chrin;R;AQ
Pennsylvania;9.0;2018;Denny Wolff;D;AQ
Pennsylvania;9.0;2018;Dan Meuser;R;AQ
Pennsylvania;10.0;2018;George Scott;D;F
Pennsylvania;10.0;2018;Scott Perry;R;A-
Pennsylvania;11.0;2018;Jess King;D;F
Pennsylvania;11.0;2018;Lloyd Smucker;R;A
Pennsylvania;12.0;2018;Marc Friedenberg;D;D
Pennsylvania;12.0;2018;Tom Marino;R;A
Pennsylvania;13.0;2018;Brent Ottaway;D;?
Pennsylvania;13.0;2018;John Joyce;R;AQ
Pennsylvania;14.0;2018;Bibiana Boerio;D;?
Pennsylvania;14.0;2018;Guy Reschenthaler;R;A
Pennsylvania;15.0;2018;Susan Boser;D;?
Pennsylvania;15.0;2018;Glenn Thompson;R;A
Pennsylvania;16.0;2018;Ron DiNicola;D;D
Pennsylvania;16.0;2018;Mike Kelly;R;A+
Pennsylvania;17.0;2018;Conor Lamb;D;F
Pennsylvania;17.0;2018;Keith Rothfus;R;A
Pennsylvania;18.0;2018;Mike Doyle;D;F
Rhode Island;1.0;2018;David Cicilline;D;F
Rhode Island;1.0;2018;Patrick Donovan;R;?
Rhode Island;2.0;2018;Jim Langevin;D;F
Rhode Island;2.0;2018;Salvatore Caiozzo;R;AQ
South Carolina;1.0;2018;Joe Cunningham;D;F
South Carolina;1.0;2018;Katie Arrington;R;A
South Carolina;2.0;2018;Sean Carrigan;D;F
South Carolina;2.0;2018;Joe Wilson;R;A
South Carolina;3.0;2018;Mary Geren;D;F
South Carolina;3.0;2018;Jeff Duncan;R;A+
South Carolina;4.0;2018;Brandon P. Brown;D;F
South Carolina;4.0;2018;William Timmons;R;A
South Carolina;5.0;2018;Archie Parnell;D;F
South Carolina;5.0;2018;Ralph Norman;R;A
South Carolina;6.0;2018;"James ""Jim"" Clyburn";D;F
South Carolina;6.0;2018;Gerhard Gressman;R;AQ
South Carolina;7.0;2018;Robert Q. Williams;D;F
South Carolina;7.0;2018;Tom Rice;R;A
South Dakota;;2018;Tim Bjorkman;D;D
South Dakota;;2018;Dusty Johnson;R;AQ
Tennessee;1.0;2018;Marty Olsen;D;?
Tennessee;1.0;2018;Phil Roe;R;A
Tennessee;2.0;2018;Renee Hoyos;D;F
Tennessee;2.0;2018;Tim Burchett;R;A
Tennessee;3.0;2018;Danielle Mitchell;D;F
Tennessee;3.0;2018;Chuck Fleischmann;R;A
Tennessee;4.0;2018;Mariah Phillips;D;F
Tennessee;4.0;2018;Scott DesJarlais;R;A
Tennessee;5.0;2018;Jim Cooper;D;F
Tennessee;5.0;2018;Jody M. Ball;R;?
Tennessee;6.0;2018;Dawn Barlow;D;F
Tennessee;6.0;2018;John Rose;R;AQ
Tennessee;7.0;2018;Justin Kanew;D;F
Tennessee;7.0;2018;Mark E. Green;R;A
Tennessee;8.0;2018;Erika Stotts Pearson;D;?
Tennessee;8.0;2018;David Kustoff;R;A
Tennessee;9.0;2018;Steve Cohen;D;F
Tennessee;9.0;2018;Charlotte Bergmann;R;AQ
Texas;1.0;2018;Shirley J. McKellar;D;F
Texas;1.0;2018;Louie Gohmert;R;B+
Texas;2.0;2018;Todd Litton;D;F
Texas;2.0;2018;Dan Crenshaw;R;AQ
Texas;3.0;2018;Lorie Burch;D;F
Texas;3.0;2018;Van Taylor;R;A
Texas;4.0;2018;Catherine Krantz;D;F
Texas;4.0;2018;John Ratcliffe;R;A
Texas;5.0;2018;Dan Wood;D;D
Texas;5.0;2018;Lance Gooden;R;A
Texas;6.0;2018;Jana Lynne Sanchez;D;F
Texas;6.0;2018;Ron Wright;R;AQ
Texas;7.0;2018;Lizzie Pannill Fletcher;D;F
Texas;7.0;2018;John Culberson;R;A+
Texas;8.0;2018;Steven David;D;F
Texas;8.0;2018;Kevin Brady;R;A
Texas;9.0;2018;Al Green;D;F
Texas;10.0;2018;Mike Siegel;D;F
Texas;10.0;2018;Michael McCaul;R;A
Texas;11.0;2018;Jennie Lou Leeder;D;F
Texas;11.0;2018;Mike Conaway;R;A+
Texas;12.0;2018;Vanessa Adia;D;F
Texas;12.0;2018;Kay Granger;R;A
Texas;13.0;2018;Greg Sagan;D;F
Texas;13.0;2018;Mac Thornberry;R;A
Texas;14.0;2018;Adrienne Bell;D;F
Texas;14.0;2018;Randy Weber;R;A
Texas;15.0;2018;Vicente Gonzalez;D;C
Texas;15.0;2018;Tim Westley;R;B+
Texas;16.0;2018;Veronica Escobar;D;F
Texas;16.0;2018;Rick Seeberger;R;AQ
Texas;17.0;2018;Rick Kennedy;D;D
Texas;17.0;2018;Bill Flores;R;A
Texas;18.0;2018;Sheila Jackson Lee;D;F
Texas;18.0;2018;Ava Reynero Pate;R;AQ
Texas;19.0;2018;Miguel Levario;D;F
Texas;19.0;2018;Jodey Arrington;R;A
Texas;20.0;2018;Joaquin Castro;D;F
Texas;21.0;2018;Joseph Kopser;D;F
Texas;21.0;2018;Chip Roy;R;AQ
Texas;22.0;2018;Sri Preston Kulkarni;D;F
Texas;22.0;2018;Pete Olson;R;A
Texas;23.0;2018;Gina Ortiz Jones;D;F
Texas;23.0;2018;Will Hurd;R;A
Texas;24.0;2018;Jan McDowell;D;F
Texas;24.0;2018;Kenny Marchant;R;A
Texas;25.0;2018;Julie Oliver;D;F
Texas;25.0;2018;Roger Williams;R;A
Texas;26.0;2018;Linsey Fagan;D;F
Texas;26.0;2018;Michael C. Burgess;R;A
Texas;27.0;2018;Eric Holguin;D;F
Texas;27.0;2018;Michael Cloud;R;A
Texas;28.0;2018;Henry Cuellar;D;A
Texas;29.0;2018;Sylvia R. Garcia;D;F
Texas;29.0;2018;Phillip Aronoff;R;?
Texas;30.0;2018;Eddie Bernice Johnson;D;F
Texas;31.0;2018;"Mary Jennings ""MJ"" Hegar";D;F
Texas;31.0;2018;John Carter;R;A+
Texas;32.0;2018;Colin Allred;D;F
Texas;32.0;2018;Pete Sessions;R;A+
Texas;33.0;2018;Marc Veasey;D;F
Texas;33.0;2018;Willie Billups;R;AQ
Texas;34.0;2018;Filemon B. Vela;D;D
Texas;34.0;2018;Rey Gonzalez;R;AQ
Texas;35.0;2018;Lloyd Doggett;D;F
Texas;35.0;2018;David Smalling;R;AQ
Texas;36.0;2018;Dayna Steele;D;F
Texas;36.0;2018;Brian Babin;R;A
Utah;1.0;2018;Lee Castillo;D;F
Utah;1.0;2018;Rob Bishop;R;A+
Utah;2.0;2018;Shireen Ghorbani;D;F
Utah;2.0;2018;Chris Stewart;R;A
Utah;3.0;2018;James Singer;D;F
Utah;3.0;2018;John Curtis;R;A
Utah;4.0;2018;Ben McAdams;D;F
Utah;4.0;2018;Mia Love;R;A
Vermont;;2018;Peter Welch;D;F
Vermont;;2018;Anya Tynio;R;AQ
Virginia;1.0;2018;Vangie Williams;D;F
Virginia;1.0;2018;Rob Wittman;R;A
Virginia;2.0;2018;Elaine Luria;D;F
Virginia;2.0;2018;Scott Taylor;R;A
Virginia;3.0;2018;Robert Scott;D;F
Virginia;4.0;2018;Donald McEachin;D;F
Virginia;4.0;2018;Ryan McAdams;R;AQ
Virginia;5.0;2018;Leslie Cockburn;D;F
Virginia;5.0;2018;Denver Riggleman;R;AQ
Virginia;6.0;2018;Jennifer Lewis;D;F
Virginia;6.0;2018;Ben Cline;R;A+
Virginia;7.0;2018;Abigail Spanberger;D;F
Virginia;7.0;2018;Dave Brat;R;A
Virginia;8.0;2018;Don Beyer;D;F
Virginia;8.0;2018;Thomas Oh;R;?
Virginia;9.0;2018;Anthony Flaccavento;D;D
Virginia;9.0;2018;Morgan Griffith;R;A+
Virginia;10.0;2018;Jennifer Wexton;D;F
Virginia;10.0;2018;Barbara Comstock;R;A
Virginia;11.0;2018;Gerald Connolly;D;F
Virginia;11.0;2018;Jeff Dove;R;AQ
Washington;1.0;2018;Suzan DelBene;D;F
Washington;1.0;2018;Jeffrey Beeler;R;AQ
Washington;2.0;2018;Rick Larsen;D;F
Washington;2.0;2018;Brian Luke;L;AQ
Washington;3.0;2018;Carolyn Long;D;F
Washington;3.0;2018;Jaime Herrera Beutler;R;A
Washington;4.0;2018;Christine Brown;D;F
Washington;4.0;2018;Dan Newhouse;R;A
Washington;5.0;2018;Lisa Brown;D;F
Washington;5.0;2018;Cathy McMorris Rodgers;R;A
Washington;6.0;2018;Derek Kilmer;D;F
Washington;6.0;2018;Douglas Dightman;R;AQ
Washington;7.0;2018;Pramila Jayapal;D;F
Washington;7.0;2018;Craig Keller;R;AQ
Washington;8.0;2018;Kim Schrier;D;F
Washington;8.0;2018;Dino Rossi;R;A
Washington;9.0;2018;Adam Smith;D;F
Washington;9.0;2018;Sarah Smith;D;F
Washington;10.0;2018;Denny Heck;D;F
Washington;10.0;2018;Joseph Brumbles;R;AQ
West Virginia;1.0;2018;Kendra Fershee;D;?
West Virginia;1.0;2018;David McKinley;R;A
West Virginia;2.0;2018;Talley Sergent;D;D
West Virginia;2.0;2018;Alex Mooney;R;A
West Virginia;3.0;2018;Richard Ojeda;D;?
West Virginia;3.0;2018;Carol Miller;R;A
Wisconsin;1.0;2018;Randy Bryce;D;F
Wisconsin;1.0;2018;Bryan Steil;R;AQ
Wisconsin;2.0;2018;Mark Pocan;D;F
Wisconsin;3.0;2018;Ron Kind;D;C
Wisconsin;3.0;2018;Steve Toft;R;AQ
Wisconsin;4.0;2018;Gwen S. Moore;D;F
Wisconsin;4.0;2018;Tim Rogers;R;AQ
Wisconsin;5.0;2018;Tom Palzewicz;D;F
Wisconsin;5.0;2018;F. James Sensenbrenner, Jr.;R;A
Wisconsin;6.0;2018;Dan Kohl;D;?
Wisconsin;6.0;2018;Glenn Grothman;R;A
Wisconsin;7.0;2018;Margaret Engebretson;D;F
Wisconsin;7.0;2018;Sean P. Duffy;R;A
Wisconsin;8.0;2018;Beau Liegeois;D;F
Wisconsin;8.0;2018;Mike Gallagher;R;A
Wyoming;;2018;Greg Hunter;D;?
Wyoming;;2018;Liz Cheney;R;A
