state;district;year;full_name;party;grade
OH;District 4;2016;Janet Garrett;D;F
OH;District 4;2016;Jim Jordan;R;A+
OH;District 5;2016;Bob Latta;R;A
OH;District 5;2016;James Neu;D;?
OH;District 6;2016;Michael Lorentz;D;?
OH;District 6;2016;Bill Johnson;R;A
OH;District 7;2016;Bob Gibbs;R;A+
OH;District 7;2016;Roy Rich;D;D
OH;District 8;2016;Warren Davidson;R;AQ
OH;District 8;2016;Corey Foister;D;F
OH;District 9;2016;Marcy Kaptur;D;F
OH;District 9;2016;Donald Larson;R;?
OK;District 1;2016;Jim Bridenstine;R;A
OK;District 2;2016;Markwayne Mullin;R;A
OK;District 2;2016;Joshua Harris-Till;D;F
OK;District 3;2016;Frank Lucas;R;A
OK;District 3;2016;Frankie Robbins;D;D
OK;District 4;2016;Tom Cole;R;A
OK;District 4;2016;Christina Owen;D;D
OK;District 5;2016;Al McAffrey;D;?
OK;District 5;2016;Steve Russell;R;A
OR;District 1;2016;Brian Heinrich;R;AQ
OR;District 1;2016;Suzanne Bonamici;D;F
OR;District 2;2016;Jim Crary;D;F
OR;District 2;2016;Greg Walden;R;A
OR;District 3;2016;Earl Blumenauer;D;F
OR;District 4;2016;Peter DeFazio;D;D
OR;District 4;2016;Art Robinson;R;AQ
OR;District 5;2016;Colm Willis;R;AQ
OR;District 5;2016;Kurt Schrader;D;B+
PA;District 1;2016;Bob Brady;D;F
PA;District 1;2016;Deborah Williams;R;?
PA;District 10;2016;Mike Molesevich;D;?
PA;District 10;2016;Tom Marino;R;A
PA;District 11;2016;Michael Marsicano;D;AQ
PA;District 11;2016;Lou Barletta;R;A
PA;District 12;2016;Keith Rothfus;R;A
PA;District 12;2016;Erin McClelland;D;?
PA;District 13;2016;Brendan Boyle;D;F
PA;District 14;2016;Mike Doyle;D;F
PA;District 14;2016;Lenny McAllister;R;AQ
PA;District 15;2016;Charlie Dent;R;A
PA;District 15;2016;Rick Daugherty;D;?
PA;District 16;2016;Christina Hartman;D;F
PA;District 16;2016;Lloyd Smucker;R;A
PA;District 17;2016;Matt Connolly;R;AQ
PA;District 17;2016;Matt Cartwright;D;F
PA;District 18;2016;Tim Murphy;R;A
PA;District 2;2016;James Jones;R;?
PA;District 2;2016;Dwight Evans;D;F
PA;District 3;2016;Mike Kelly;R;A+
PA;District 4;2016;Scott Perry;R;A
PA;District 4;2016;Josh Burkholder;D;?
PA;District 5;2016;"Glenn ""GT"" Thompson";R;A
PA;District 5;2016;Kerith Strano Taylor;D;?
PA;District 6;2016;Ryan Costello;R;A
PA;District 6;2016;Mike Parrish;D;D
PA;District 7;2016;Mary Ellen Balchunis;D;D
PA;District 7;2016;Pat Meehan;R;B-
PA;District 8;2016;Brian Fitzpatrick;R;B
PA;District 8;2016;Steve Santarsiero;D;F
PA;District 9;2016;Art Halvorson;D;AQ
PA;District 9;2016;Bill Shuster;R;A
RI;District 1;2016;Russ Taub;R;AQ
RI;District 1;2016;David Cicilline;D;F
RI;District 2;2016;Rhue Reis;R;?
RI;District 2;2016;Jim Langevin;D;F
SC;District 1;2016;Dimitri Cherny;D;F
SC;District 1;2016;Mark Sanford;R;A
SC;District 2;2016;Arik Bjorn;D;D
SC;District 2;2016;Joe Wilson;R;A
SC;District 3;2016;Hosea Cleveland;D;?
SC;District 3;2016;Jeff Duncan;R;A
SC;District 4;2016;Trey Gowdy;R;A
SC;District 4;2016;Chris Fedalei;D;AQ
SC;District 5;2016;Mick Mulvaney;R;A
SC;District 5;2016;Fran Person;D;?
SC;District 6;2016;Jim Clyburn;D;F
SC;District 6;2016;Laura Sterling;R;AQ
SC;District 7;2016;Mal Hyman;D;F
SC;District 7;2016;Tom Rice;R;A
TN;District 1;2016;Alan Bohms;D;AQ
TN;District 1;2016;Phil Roe;R;A
TN;District 2;2016;Stuart Starr;D;?
TN;District 2;2016;John Duncan Jr.;R;A
TN;District 3;2016;Melody Shekari;D;?
TN;District 3;2016;Chuck Fleischmann;R;A
TN;District 4;2016;Scott DesJarlais;R;A
TN;District 4;2016;Steven Reynolds;D;?
TN;District 5;2016;Jim Cooper;D;C
TN;District 5;2016;Stacy Snyder;R;AQ
TN;District 6;2016;David Kent;D;?
TN;District 6;2016;Diane Black;R;A
TN;District 7;2016;Tharon Chandler;D;?
TN;District 7;2016;Marsha Blackburn;R;A
TN;District 8;2016;David Kustoff;R;AQ
TN;District 8;2016;Rickey Hobson;D;?
TN;District 9;2016;Wayne Alberson;R;?
TN;District 9;2016;Steve Cohen;D;F
TX;District 1;2016;Shirley McKellar;D;?
TX;District 1;2016;Louie Gohmert;R;A
TX;District 10;2016;Tawana Walter-Cadien;D;?
TX;District 10;2016;Michael McCaul;R;A
TX;District 11;2016;Mike Conaway;R;A
TX;District 12;2016;Kay Granger;R;A
TX;District 12;2016;Bill Bradshaw;D;?
TX;District 13;2016;Mac Thornberry;R;A
TX;District 14;2016;Randy Weber;R;A
TX;District 14;2016;Michael Cole;D;?
TX;District 15;2016;Vicente Gonzalez;D;?
TX;District 15;2016;Tim Westley;R;B-
TX;District 16;2016;Beto O'Rourke;D;F
TX;District 17;2016;Bill Flores;R;A
TX;District 17;2016;Bill Matta;D;F
TX;District 18;2016;Lori Bartley;R;AQ
TX;District 18;2016;Sheila Jackson Lee;D;F
TX;District 19;2016;Jodey Arrington;R;AQ
TX;District 2;2016;Pat Bryan;D;?
TX;District 2;2016;Ted Poe;R;A+
TX;District 20;2016;Joaquin Castro;D;F
TX;District 21;2016;Tom Wakely;D;D
TX;District 21;2016;Lamar Smith;R;A+
TX;District 22;2016;Pete Olson;R;A
TX;District 22;2016;Mark Gibson;D;?
TX;District 23;2016;Pete Gallego;D;?
TX;District 23;2016;Will Hurd;R;A
TX;District 24;2016;Kenny Marchant;R;A
TX;District 24;2016;Jan McDowell;D;F
TX;District 25;2016;Roger Williams;R;A
TX;District 25;2016;Kathi Thomas;D;F
TX;District 26;2016;Michael Burgess;R;A
TX;District 26;2016;Eric Mauck;D;?
TX;District 27;2016;Blake Farenthold;R;A
TX;District 27;2016;Raul Barrera;D;AQ
TX;District 28;2016;Zeffen Hardin;R;AQ
TX;District 28;2016;Henry Cuellar;D;A
TX;District 29;2016;Gene Green;D;B-
TX;District 29;2016;Julio Garza;R;?
TX;District 3;2016;Adam Bell;D;F
TX;District 3;2016;Sam Johnson;R;A+
TX;District 30;2016;Eddie Bernice Johnson;D;F
TX;District 30;2016;Charles Lingerfelt;R;AQ
TX;District 31;2016;Mike Clark;D;F
TX;District 31;2016;John Carter;R;A+
TX;District 32;2016;Pete Sessions;R;A+
TX;District 33;2016;M. Mark Mitchell;R;AQ
TX;District 33;2016;Marc Veasey;D;F
TX;District 34;2016;Rey Gonzalez Jr.;R;?
TX;District 34;2016;Filemon Vela;D;D
TX;District 35;2016;Susan Narvaiz;R;AQ
TX;District 35;2016;Lloyd Doggett;D;F
TX;District 36;2016;Brian Babin;R;A
TX;District 4;2016;John Ratcliffe;R;A
TX;District 5;2016;Jeb Hensarling;R;A
TX;District 6;2016;Joe Barton;R;A
TX;District 6;2016;Ruby Woolridge;D;?
TX;District 7;2016;James Cargas;D;?
TX;District 7;2016;John Culberson;R;A+
TX;District 8;2016;Kevin Brady;R;A
TX;District 9;2016;Al Green;D;F
TX;District 9;2016;Jeff Martin;R;AQ
UT;District 1;2016;Peter Clemens;D;F
UT;District 1;2016;Rob Bishop;R;A+
UT;District 2;2016;Chris Stewart;R;A
UT;District 2;2016;Charlene Albarran;D;F
UT;District 3;2016;Stephen Tryon;D;?
UT;District 3;2016;Jason Chaffetz;R;A
UT;District 4;2016;Doug Owens;D;?
UT;District 4;2016;Mia Love;R;A
VA;District 1;2016;Rob Wittman;R;A+
VA;District 1;2016;Matt Rowe;D;D
VA;District 10;2016;LuAnn Bennett;D;F
VA;District 10;2016;Barbara Comstock;R;A
VA;District 11;2016;Gerald Connolly;D;F
VA;District 2;2016;Scott Taylor;R;A
VA;District 2;2016;Shaun Brown;D;F
VA;District 3;2016;Marty Williams;R;AQ
VA;District 3;2016;Robert Scott;D;F
VA;District 4;2016;Donald McEachin;D;F
VA;District 4;2016;Mike Wade;R;AQ
VA;District 5;2016;Tom Garrett;R;A
VA;District 5;2016;Jane Dittmar;D;F
VA;District 6;2016;Bob Goodlatte;R;A+
VA;District 6;2016;Kai Degner;D;F
VA;District 7;2016;Eileen Bedell;D;F
VA;District 7;2016;Dave Brat;R;A
VA;District 8;2016;Don Beyer;D;F
VA;District 8;2016;Charles Hernick;R;AQ
VA;District 9;2016;Morgan Griffith;R;A+
VA;District 9;2016;Derek Kitts;D;?
WA;District 1;2016;Robert Sutherland;R;AQ
WA;District 1;2016;Suzan DelBene;D;F
WA;District 10;2016;Denny Heck;D;F
WA;District 10;2016;Jim Postma;R;AQ
WA;District 2;2016;Marc Hennemann;R;AQ
WA;District 2;2016;Rick Larsen;D;F
WA;District 3;2016;Jaime Herrera Beutler;R;A
WA;District 3;2016;Jim Moeller;D;F
WA;District 4;2016;Dan Newhouse;R;A
WA;District 4;2016;Clint Didier;R;?
WA;District 5;2016;Cathy McMorris Rodgers;R;A
WA;District 5;2016;Joe Pakootas;D;D
WA;District 6;2016;Derek Kilmer;D;F
WA;District 6;2016;Todd Bloom;R;?
WA;District 7;2016;Brady Walkinshaw;D;F
WA;District 7;2016;Pramila Jayapal;D;F
WA;District 8;2016;Tony Ventrella;D;?
WA;District 8;2016;Dave Reichert;R;A
WA;District 9;2016;Adam Smith;D;F
WA;District 9;2016;Doug Basler;R;AQ
WI;District 1;2016;Paul Ryan;R;A+
WI;District 1;2016;Ryan Solen;D;F
WI;District 2;2016;Peter Theron;R;AQ
WI;District 2;2016;Mark Pocan;D;F
WI;District 3;2016;Ron Kind;D;C
WI;District 4;2016;Gwen Moore;D;F
WI;District 5;2016;Jim Sensenbrenner;R;A
WI;District 5;2016;Khary Penebaker;D;F
WI;District 6;2016;Sarah Lloyd;D;F
WI;District 6;2016;Glenn Grothman;R;A
WI;District 7;2016;Mary Hoeft;D;?
WI;District 7;2016;Sean Duffy;R;A
WI;District 8;2016;Tom Nelson;D;D
WI;District 8;2016;Mike Gallagher;R;AQ
WV;District 1;2016;David McKinley;R;A
WV;District 1;2016;Mike Manypenny;D;A
WV;District 2;2016;Mark Hunt;D;A
WV;District 2;2016;Alex Mooney;R;A
WV;District 3;2016;Evan Jenkins;R;A
WV;District 3;2016;Matt Detch;D;AQ
